id,brand,model,technology,profile,min_flow_m3h,max_flow_m3h,max_head_m,base_cost_eur,is_atex,description,recommended_motor_kw,motor_voltage,match_score,wetted_body_material,wetted_elastomer_material,curve_reference_url
ARO-PE05P-BPS-PAA-BB0,ARO (Ingersoll Rand),PE05P-BPS-PAA-BB0,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1068.55,False,"1/2"" PUMP ASSEMBLY",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),Santoprene,
ARO-PD03P-ALS-KVV,ARO (Ingersoll Rand),PD03P-ALS-KVV,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.12,2.406,70.3,1069.47,False,"3/8"" PUMP ASSEMBLY - RESTRICTED",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),,
ARO-PD05P-ARS-SSA-B,ARO (Ingersoll Rand),PD05P-ARS-SSA-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.164,3.27,70.3,1069.47,False,"1/2"" PUMP ASSEMBLY",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),,
ARO-LM2250E-62-B,ARO (Ingersoll Rand),LM2250E-62-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,1.953,39.06,84.6,1071.0,False,"PUMP ASM, 2"" AM, 50:1 GREASE - LM2250E-62-B",0.0,Sin motor electrico (neumatica),0.2,,,
ARO-PD05P-AAS-PGG,ARO (Ingersoll Rand),PD05P-AAS-PGG,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.164,3.27,70.3,1076.81,False,1/2ALUM PUMP ASM,0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),Nitrilo (NBR/Buna-N),
ARO-PD05R-AAS-PGG-B,ARO (Ingersoll Rand),PD05R-AAS-PGG-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1076.81,False,1/2 PUMP ASM. (METAL),0.0,Sin motor electrico (neumatica),0.2,Polipropileno (centro) con cabezales metálicos,Nitrilo (NBR/Buna-N),
ARO-PD05R-BAS-PGG-B,ARO (Ingersoll Rand),PD05R-BAS-PGG-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1076.81,False,"1/2"" PUMP ASM. (METAL)",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (centro) con cabezales metálicos,Nitrilo (NBR/Buna-N),
ARO-PD05R-BAS-FAA-B,ARO (Ingersoll Rand),PD05R-BAS-FAA-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1078.65,False,"1/2"" PUMP ASM. (METAL)",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (centro) con cabezales metálicos,Santoprene,
ARO-PD05R-AAS-PCC-B,ARO (Ingersoll Rand),PD05R-AAS-PCC-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1079.57,False,"1/2"" PUMP ASM. (METAL)",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (centro) con cabezales metálicos,Hytrel,
ARO-PD03P-BDS-DTT,ARO (Ingersoll Rand),PD03P-BDS-DTT,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.12,2.406,70.3,1080.18,False,PUMP ASSEMBLY,0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),PTFE (Teflón),
ARO-PD05P-BRS-PTT-B,ARO (Ingersoll Rand),PD05P-BRS-PTT-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.164,3.27,70.3,1085.0,False,1/2 PUMP ASSEMBLY,0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),PTFE (Teflón),
ARO-LM2305A-11-B,ARO (Ingersoll Rand),LM2305A-11-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,2.691,53.82,84.6,1086.3,False,"PUMP ASM, 3"" AIR MOTOR, 5:1 RATIO",0.0,Sin motor electrico (neumatica),0.2,,,
ARO-666053-333,ARO (Ingersoll Rand),666053-333,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.164,3.27,70.3,1086.91,False,"PUMP ASSEMBLY (1/2"" PLASTIC DIAPHRAGM PUMP)",0.0,Sin motor electrico (neumatica),0.2,Plástico (no metálico),,
ARO-666053-2A2,ARO (Ingersoll Rand),666053-2A2,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.164,3.27,70.3,1091.5,False,"PUMP ASSEMBLY (1/2"" PLASTIC DIAPHRAGM PUMP)",0.0,Sin motor electrico (neumatica),0.2,Plástico (no metálico),,
ARO-66605J-333,ARO (Ingersoll Rand),66605J-333,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.164,3.27,70.3,1101.6,False,"PUMP ASSEMBLY (1/2"" PLASTIC DIAPHRAGM PUMP)",0.0,Sin motor electrico (neumatica),0.2,Plástico (no metálico),,
ARO-PD05R-BAS-FGG-B,ARO (Ingersoll Rand),PD05R-BAS-FGG-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1109.86,False,"1/2"" PUMP ASM. (METAL)",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (centro) con cabezales metálicos,Nitrilo (NBR/Buna-N),
ARO-666120-3EB-C,ARO (Ingersoll Rand),666120-3EB-C,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.399,7.98,84.6,1110.0,False,"PUMP ASM, 1"" METAL DIAPHRAGM PUMP",0.0,Sin motor electrico (neumatica),0.2,,Santoprene,
ARO-PD03P-BES-SST,ARO (Ingersoll Rand),PD03P-BES-SST,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.12,2.406,70.3,1113.53,False,DIAP PUMP- 3/8IN- BSP PD03P-BES-SST,0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),,
ARO-PD05R-AAS-FAA-B,ARO (Ingersoll Rand),PD05R-AAS-FAA-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1118.12,False,"1/2"" PUMP ASM. (METAL)",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (centro) con cabezales metálicos,Santoprene,
ARO-PD05R-AAS-FGG-B,ARO (Ingersoll Rand),PD05R-AAS-FGG-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1118.12,False,1/2 PUMP ASM. (METAL),0.0,Sin motor electrico (neumatica),0.2,Polipropileno (centro) con cabezales metálicos,Nitrilo (NBR/Buna-N),
ARO-PD05P-APS-PTT-B,ARO (Ingersoll Rand),PD05P-APS-PTT-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.164,3.27,70.3,1120.88,False,1/2 PUMP ASSEMBLY,0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),PTFE (Teflón),
ARO-PE05P-APS-PTT-BP0,ARO (Ingersoll Rand),PE05P-APS-PTT-BP0,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1120.88,False,"1/2"" PUMP ASSEMBLY",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),PTFE (Teflón),
ARO-LM2350E-71-B,ARO (Ingersoll Rand),LM2350E-71-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,2.691,53.82,84.6,1122.0,False,"3"" GREASE PUMP-50:1-120LB LM2350E-71-B",0.0,Sin motor electrico (neumatica),0.2,,,
ARO-PD03P-AES-STT,ARO (Ingersoll Rand),PD03P-AES-STT,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.12,2.406,70.3,1126.08,False,PUMP ASSEMBLY,0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),PTFE (Teflón),
ARO-PD03P-BKS-KTT,ARO (Ingersoll Rand),PD03P-BKS-KTT,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.12,2.406,70.3,1126.39,False,"3/8"" PUMP ASSEMBLY-RESTRICTED",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),PTFE (Teflón),
ARO-LM2305A-31-B,ARO (Ingersoll Rand),LM2305A-31-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,2.691,53.82,84.6,1141.38,False,"PUMP ASM, 3"" AIR MOTOR, 5:1 RATIO",0.0,Sin motor electrico (neumatica),0.2,,,
ARO-LM2305A-32-B,ARO (Ingersoll Rand),LM2305A-32-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,2.691,53.82,84.6,1141.38,False,"PUMP ASM, 3"" AIR MOTOR, 5:1 RATIO",0.0,Sin motor electrico (neumatica),0.2,,,
ARO-PE05P-BRS-PAA-BS0,ARO (Ingersoll Rand),PE05P-BRS-PAA-BS0,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1152.09,False,"1/2"" PUMP ASSEMBLY",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),Santoprene,
ARO-PD05P-AAS-PAA,ARO (Ingersoll Rand),PD05P-AAS-PAA,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.164,3.27,70.3,1156.68,False,1/2ALUM PUMP ASM.,0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),Santoprene,
ARO-PE05P-BRS-PTT-BP0,ARO (Ingersoll Rand),PE05P-BRS-PTT-BP0,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1163.11,False,"1/2"" PUMP ASSEMBLY",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),PTFE (Teflón),
ARO-PD05R-AAS-SAA-B,ARO (Ingersoll Rand),PD05R-AAS-SAA-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1169.53,False,"1/2"" PUMP ASM. (METAL)",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (centro) con cabezales metálicos,Santoprene,
ARO-666053-334,ARO (Ingersoll Rand),666053-334,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.164,3.27,70.3,1172.29,False,"PUMP ASSEMBLY (1/2"" PLASTIC DIAPHRAGM PUMP)",0.0,Sin motor electrico (neumatica),0.2,Plástico (no metálico),,
ARO-PD05P-AAS-FGG,ARO (Ingersoll Rand),PD05P-AAS-FGG,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.164,3.27,70.3,1175.04,False,"PUMP, DIAPHRAGM 1/2 ALUM PD05P-AAS-FGG",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),Nitrilo (NBR/Buna-N),
ARO-PD03P-ALS-KTT,ARO (Ingersoll Rand),PD03P-ALS-KTT,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.12,2.406,70.3,1175.96,False,"3/8"" PUMP ASSEMBLY - RESTRICTED",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),PTFE (Teflón),
ARO-PD03P-BLS-KTT,ARO (Ingersoll Rand),PD03P-BLS-KTT,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.12,2.406,70.3,1175.96,False,"3/8"" PUMP ASSEMBLY-RESTRICTED",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),PTFE (Teflón),
ARO-666053-3A4,ARO (Ingersoll Rand),666053-3A4,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.164,3.27,70.3,1189.73,False,"PUMP ASSEMBLY (1/2"" PLASTIC DIAPHRAGM PUMP)",0.0,Sin motor electrico (neumatica),0.2,Plástico (no metálico),,
ARO-PD05P-BPS-PTT-B,ARO (Ingersoll Rand),PD05P-BPS-PTT-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.164,3.27,70.3,1200.74,False,"1/2"" PUMP ASSEMBLY",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),PTFE (Teflón),
ARO-PE05P-BPS-PTT-BD0,ARO (Ingersoll Rand),PE05P-BPS-PTT-BD0,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1201.66,False,"1/2"" PUMP ASSEMBLY",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),PTFE (Teflón),
ARO-66605H-622,ARO (Ingersoll Rand),66605H-622,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.164,3.27,70.3,1203.5,False,"PUMP ASSEMBLY (1/2"" PLASTIC DIAPHRAGM PUMP)",0.0,Sin motor electrico (neumatica),0.2,Plástico (no metálico),,
ARO-66605H-6EB,ARO (Ingersoll Rand),66605H-6EB,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.164,3.27,70.3,1203.5,False,"PUMP ASSEMBLY (1/2"" PLASTIC DIAPHRAGM PUMP)",0.0,Sin motor electrico (neumatica),0.2,Plástico (no metálico),,
ARO-LM2305A-42-B,ARO (Ingersoll Rand),LM2305A-42-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,2.691,53.82,84.6,1204.62,False,"PUMP ASM, 3"" AIR MOTOR, 5:1 RATIO",0.0,Sin motor electrico (neumatica),0.2,,,
ARO-PE03P-BPS-PAA-ADF,ARO (Ingersoll Rand),PE03P-BPS-PAA-ADF,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.12,2.406,70.3,1205.33,False,"3/8"" PUMP ASSEMBLY",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),Santoprene,
ARO-PE03P-BRS-PAA-ADF,ARO (Ingersoll Rand),PE03P-BRS-PAA-ADF,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.12,2.406,70.3,1205.33,False,"3/8"" PUMP ASM",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),Santoprene,
ARO-670109,ARO (Ingersoll Rand),670109,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1208.09,False,"1/2"" DIAPHRAGM PUMP (NON-METALLIC)",0.0,Sin motor electrico (neumatica),0.2,,,
ARO-66605J-0D2,ARO (Ingersoll Rand),66605J-0D2,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.164,3.27,70.3,1211.76,False,"PUMP ASSEMBLY (1/2"" PLASTIC DIAPHRAGM PUMP)",0.0,Sin motor electrico (neumatica),0.2,Plástico (no metálico),,
ARO-PD05R-BAS-FTT-B,ARO (Ingersoll Rand),PD05R-BAS-FTT-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1215.0,False,"1/2"" PUMP ASM. (METAL)",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (centro) con cabezales metálicos,PTFE (Teflón),
ARO-PD05P-ARS-PTT-B,ARO (Ingersoll Rand),PD05P-ARS-PTT-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.164,3.27,70.3,1218.19,False,1/2 PUMP ASSEMBLY,0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),PTFE (Teflón),
ARO-PD05A-AAS-PAA-B,ARO (Ingersoll Rand),PD05A-AAS-PAA-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1231.04,False,"1/2"" PUMP ASM. (METAL)",0.0,Sin motor electrico (neumatica),0.2,Aluminio,Santoprene,
ARO-PD05A-AAS-PCC-B,ARO (Ingersoll Rand),PD05A-AAS-PCC-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1233.79,False,"1/2"" PUMP ASM. (METAL)",0.0,Sin motor electrico (neumatica),0.2,Aluminio,Hytrel,
ARO-PD05P-AES-SAA-B,ARO (Ingersoll Rand),PD05P-AES-SAA-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.164,3.27,70.3,1241.14,False,1/2 PUMP ASSEMBLY,0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),Santoprene,
ARO-PE05P-BRS-PTT-BD0,ARO (Ingersoll Rand),PE05P-BRS-PTT-BD0,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1243.89,False,"1/2"" PUMP ASSEMBLY",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),PTFE (Teflón),
ARO-PD05A-AAS-FAA-B,ARO (Ingersoll Rand),PD05A-AAS-FAA-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1247.56,False,"1/2"" PUMP ASM. (METAL)",0.0,Sin motor electrico (neumatica),0.2,Aluminio,Santoprene,
ARO-LM2305A-52-B,ARO (Ingersoll Rand),LM2305A-52-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,2.691,53.82,84.6,1248.48,False,"PUMP ASM, 3"" AIR MOTOR, 5:1 RATIO",0.0,Sin motor electrico (neumatica),0.2,,,
ARO-PD07P-APS-PTT,ARO (Ingersoll Rand),PD07P-APS-PTT,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.168,3.36,70.3,1257.66,False,PUMP ASM,0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),PTFE (Teflón),
ARO-PD05A-AAS-FGG-B,ARO (Ingersoll Rand),PD05A-AAS-FGG-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1272.35,False,"1/2"" PUMP ASM. (METAL)",0.0,Sin motor electrico (neumatica),0.2,Aluminio,Nitrilo (NBR/Buna-N),
ARO-PD03P-AKS-KTT,ARO (Ingersoll Rand),PD03P-AKS-KTT,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.12,2.406,70.3,1276.02,False,"3/8"" PUMP ASSEMBLY - RESTRICTED",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),PTFE (Teflón),
ARO-PD05A-BAS-PGG-B,ARO (Ingersoll Rand),PD05A-BAS-PGG-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1276.94,False,"1/2"" PUMP ASM. (METAL)",0.0,Sin motor electrico (neumatica),0.2,Aluminio (centro),Nitrilo (NBR/Buna-N),
ARO-PE03P-ARS-PAA-A0F,ARO (Ingersoll Rand),PE03P-ARS-PAA-A0F,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.12,2.406,70.3,1292.34,False,"3/8"" PUMP",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),Santoprene,
ARO-670128,ARO (Ingersoll Rand),670128,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1304.48,False,"1/2"" DIAPHRAGM PUMP",0.0,Sin motor electrico (neumatica),0.2,,,
ARO-PE03P-BDS-DAA-AH0,ARO (Ingersoll Rand),PE03P-BDS-DAA-AH0,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.12,2.406,70.3,1304.48,False,"3/8"" PUMP ASSEMBLY",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),Santoprene,
ARO-PE05P-ARS-PAA-BDF,ARO (Ingersoll Rand),PE05P-ARS-PAA-BDF,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1319.17,False,"1/2"" PUMP ASSEMBLY",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),Santoprene,
ARO-PD05R-BAS-PTT-B,ARO (Ingersoll Rand),PD05R-BAS-PTT-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1321.92,False,"1/2"" PUMP ASM. (METAL)",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (centro) con cabezales metálicos,PTFE (Teflón),
ARO-PD07R-AAS-FAA,ARO (Ingersoll Rand),PD07R-AAS-FAA,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.154,3.09,70.3,1322.84,False,DIAP PUMP-3/4IN-MET PD07R-AAS-FAA,0.0,Sin motor electrico (neumatica),0.2,Polipropileno (centro) con cabezales metálicos,Santoprene,
ARO-PE05P-BRS-PAA-B0F,ARO (Ingersoll Rand),PE05P-BRS-PAA-B0F,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1323.96,False,"1/2"" DIAPHRAGM PUMP ASSEMBLY",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),Santoprene,
ARO-PD07R-BAS-FAA,ARO (Ingersoll Rand),PD07R-BAS-FAA,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.154,3.09,70.3,1325.59,False,DIAP PUMP-3/4IN-MET-BSP PD07R-BAS-FAA,0.0,Sin motor electrico (neumatica),0.2,Polipropileno (centro) con cabezales metálicos,Santoprene,
ARO-PD05R-AAS-FTT-B,ARO (Ingersoll Rand),PD05R-AAS-FTT-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1327.43,False,1/2 PUMP ASM. (METAL),0.0,Sin motor electrico (neumatica),0.2,Polipropileno (centro) con cabezales metálicos,PTFE (Teflón),
ARO-666070-3EB-A,ARO (Ingersoll Rand),666070-3EB-A,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.154,3.09,70.3,1334.77,False,"PUMP ASM, 3/4"" METAL DIAPHRAGM PUMP",0.0,Sin motor electrico (neumatica),0.2,,,
ARO-666120-322-C,ARO (Ingersoll Rand),666120-322-C,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.399,7.98,84.6,1335.0,False,"PUMP ASM, 1"" METAL DIAPHRAGM PUMP",0.0,Sin motor electrico (neumatica),0.2,,Nitrilo (NBR/Buna-N),
ARO-PE05R-BAS-FTT-BP0,ARO (Ingersoll Rand),PE05R-BAS-FTT-BP0,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1353.13,False,"1/2"" PUMP ASM",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (centro) con cabezales metálicos,PTFE (Teflón),
ARO-PD07P-BPS-PTT,ARO (Ingersoll Rand),PD07P-BPS-PTT,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.168,3.36,70.3,1365.0,False,3/4 PUMP ASM (NON-METAL),0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),PTFE (Teflón),
ARO-66607A-3EB-A,ARO (Ingersoll Rand),66607A-3EB-A,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.154,3.09,70.3,1366.9,False,"PUMP ASM, 3/4"" METAL DIAPHRAGM PUMP",0.0,Sin motor electrico (neumatica),0.2,,,
ARO-PD05A-AAS-PGG-B,ARO (Ingersoll Rand),PD05A-AAS-PGG-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1367.82,False,"1/2"" PUMP ASM. (METAL)",0.0,Sin motor electrico (neumatica),0.2,Aluminio,Nitrilo (NBR/Buna-N),
ARO-666070-1EB-A,ARO (Ingersoll Rand),666070-1EB-A,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.154,3.09,70.3,1372.41,False,"PUMP ASM, 3/4"" METAL DIAPHRAGM PUMP",0.0,Sin motor electrico (neumatica),0.2,,,
ARO-666070-3C9-A,ARO (Ingersoll Rand),666070-3C9-A,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.154,3.09,70.3,1372.41,False,"PUMP ASM, 3/4"" METAL DIAPHRAGM PUMP",0.0,Sin motor electrico (neumatica),0.2,,,
ARO-666080-1EB-A,ARO (Ingersoll Rand),666080-1EB-A,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.154,3.09,70.3,1372.41,False,"PUMP ASM, 3/4"" METAL DIAPHRAGM PUMP",0.0,Sin motor electrico (neumatica),0.2,,,
ARO-666080-3C9-A,ARO (Ingersoll Rand),666080-3C9-A,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.154,3.09,70.3,1372.41,False,"PUMP ASM, 3/4"" METAL DIAPHRAGM PUMP",0.0,Sin motor electrico (neumatica),0.2,,,
ARO-PE03P-BPS-PTT-ADF,ARO (Ingersoll Rand),PE03P-BPS-PTT-ADF,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.12,2.406,70.3,1372.41,False,"3/8"" PUMP ASSEMBLY",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),PTFE (Teflón),
ARO-PE05P-BRS-PTT-BS0,ARO (Ingersoll Rand),PE05P-BRS-PTT-BS0,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1372.41,False,"1/2"" PUMP ASSEMBLY",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),PTFE (Teflón),
ARO-670283-A,ARO (Ingersoll Rand),670283-A,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.164,3.27,70.3,1375.98,False,"1/2"" OEM PLASTIC DIAPHRAGM PUMP",0.0,Sin motor electrico (neumatica),0.2,Plástico (no metálico),,
ARO-670127,ARO (Ingersoll Rand),670127,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1384.34,False,"PUMP ASM (1/2"" DIAPHRAGM PUMP)",0.0,Sin motor electrico (neumatica),0.2,,,
ARO-PD07P-APS-PTL,ARO (Ingersoll Rand),PD07P-APS-PTL,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.168,3.36,70.3,1388.93,False,"3/4"" PUMP ASM (NON-METAL)",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),,
ARO-66607A-1EB-A,ARO (Ingersoll Rand),66607A-1EB-A,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.154,3.09,70.3,1402.7,False,"PUMP ASM, 3/4"" METAL DIAPHRAGM PUMP",0.0,Sin motor electrico (neumatica),0.2,,,
ARO-PD05R-AAS-STT-B,ARO (Ingersoll Rand),PD05R-AAS-STT-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1404.54,False,1/2 PUMP ASM. (METAL),0.0,Sin motor electrico (neumatica),0.2,Polipropileno (centro) con cabezales metálicos,PTFE (Teflón),
ARO-PD05P-AES-DTT-B,ARO (Ingersoll Rand),PD05P-AES-DTT-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.164,3.27,70.3,1407.29,False,1/2 PUMP ASSEMBLY,0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),PTFE (Teflón),
ARO-666070-1C9-A,ARO (Ingersoll Rand),666070-1C9-A,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.154,3.09,70.3,1409.13,False,"PUMP ASM, 3/4"" METAL DIAPHRAGM PUMP",0.0,Sin motor electrico (neumatica),0.2,,,
ARO-666080-1C9-A,ARO (Ingersoll Rand),666080-1C9-A,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.154,3.09,70.3,1409.13,False,"PUMP ASM, 3/4"" METAL DIAPHRAGM PUMP",0.0,Sin motor electrico (neumatica),0.2,,,
ARO-666080-3EB-A,ARO (Ingersoll Rand),666080-3EB-A,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.154,3.09,70.3,1415.56,False,"PUMP ASM, 3/4"" METAL DIAPHRAGM PUMP",0.0,Sin motor electrico (neumatica),0.2,,,
ARO-PD05P-AAS-FTT,ARO (Ingersoll Rand),PD05P-AAS-FTT,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.164,3.27,70.3,1416.47,False,1/2 METALLIC PUMP,0.0,Sin motor electrico (neumatica),0.2,Polipropileno (no metálica),PTFE (Teflón),
ARO-PD05R-BAS-SVV-B,ARO (Ingersoll Rand),PD05R-BAS-SVV-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1424.74,False,"1/2"" PUMP ASM. (METAL)",0.0,Sin motor electrico (neumatica),0.2,Polipropileno (centro) con cabezales metálicos,,
ARO-PD05A-AAS-FCC-B,ARO (Ingersoll Rand),PD05A-AAS-FCC-B,NEUMATICA_DOBLE_MEMBRANA,BARATA,0.136,2.724,70.3,1430.24,False,"1/2"" PUMP ASM. (METAL)",0.0,Sin motor electrico (neumatica),0.2,Aluminio,Hytrel,
